37.5442  3.08081  -0.11
37.7429  3.05852  -0.113333
37.9416  3.03557  -0.116667
38.1402  3.01196  -0.12
38.3387  2.98785  -0.121667
38.5372  2.96342  -0.123333
38.7357  2.93865  -0.125
38.9341  2.91355  -0.126667
39.1325  2.88811  -0.128333
39.3308  2.86235  -0.13
39.5291  2.83626  -0.131667
39.7274  2.80984  -0.133333
39.9256  2.78309  -0.135
40.1237  2.756  -0.136667
40.3218  2.72859  -0.138333
40.5199  2.70085  -0.14
40.7135  2.67327  -0.14
40.9115  2.64537  -0.14
41.1096  2.61746  -0.14
41.3076  2.58955  -0.14
41.5057  2.56164  -0.14
41.7037  2.53373  -0.14
41.9017  2.50582  -0.14
42.0998  2.47791  -0.14
42.2978  2.45  -0.14
42.4959  2.4221  -0.14
42.6939  2.39419  -0.14
42.892  2.36628  -0.14
43.0849  2.33896  -0.14
43.283  2.31105  -0.14
43.481  2.28314  -0.14
43.6791  2.25523  -0.14
43.8771  2.22732  -0.14
44.0751  2.19941  -0.14
44.2732  2.17151  -0.14
44.4712  2.1436  -0.14
44.6693  2.11569  -0.14
44.8673  2.08778  -0.14
45.0654  2.05987  -0.14
45.2634  2.03196  -0.14
45.4618  2.00417  -0.138333
45.6599  1.97675  -0.136667
45.858  1.94967  -0.135
46.0563  1.92292  -0.133333
46.2545  1.8965  -0.131667
46.4528  1.8704  -0.13
46.6511  1.84464  -0.128333
46.8495  1.81921  -0.126667
47.0479  1.79411  -0.125
47.2464  1.76934  -0.123333
47.4449  1.7449  -0.121667
47.6434  1.7208  -0.12
47.8395  1.69752  -0.116667
48.0382  1.67457  -0.113333
48.2369  1.65228  -0.11
48.4357  1.63066  -0.106667
48.6346  1.6097  -0.103333
48.8336  1.5894  -0.1
49.0326  1.56976  -0.0966667
49.2317  1.55079  -0.0933333
49.4309  1.53249  -0.09
49.6301  1.51484  -0.0866667
49.8294  1.49786  -0.0833333
50.0287  1.48155  -0.08
